Destination,Start date,Duration (days),Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,source
Greece,2023-04-24,20.0,74.0,Female,Sierra Leone,Hotel,4782.6,Train,3188.4,dataset_3
Greece,2021-07-09,27.0,65.0,Non-binary,South Georgia and the South Sandwich Islands,Other,7656.6,Road Trip,5104.4,dataset_3
Greece,2021-12-07,29.0,40.0,Male,Mali,Airbnb,4660.8,Car,3107.2,dataset_3
Greece,2022-06-11,14.0,60.0,Transgender,Ghana,Other,10623.0,Train,7082.0,dataset_3
Greece,2023-04-22,16.0,62.0,Female,Samoa,Resorts,5889.6,Road Trip,3926.4,dataset_3
Greece,2022-05-29,29.0,71.0,Female,Tunisia,Hotel,6915.6,Cruise,4610.4,dataset_3
Greece,2020-11-26,24.0,45.0,Transgender,North Macedonia,Airbnb,13136.4,Flight,8757.6,dataset_3
Greece,2022-07-04,7.0,19.0,Female,Netherlands Antilles,Airbnb,3560.4,Train,2373.6,dataset_3
Greece,2022-12-07,3.0,49.0,Non-binary,Myanmar,Airbnb,8553.0,Cruise,5702.0,dataset_3
Greece,2022-03-06,12.0,74.0,Female,Northern Mariana Islands,Other,9780.6,Cruise,6520.4,dataset_3
Greece,2020-11-21,15.0,58.0,Non-binary,Bosnia and Herzegovina,Airbnb,13644.6,Road Trip,9096.4,dataset_3
Greece,2023-07-06,3.0,61.0,Female,Cote d'Ivoire,Other,6340.2,Bus,4226.8,dataset_3
Greece,2022-05-13,19.0,45.0,Transgender,Bhutan,Airbnb,15008.4,Car,10005.6,dataset_3
Greece,2023-06-09,3.0,67.0,Non-binary,British Virgin Islands,Other,6384.6,Car,4256.4,dataset_3
Greece,2023-05-06,9.0,34.0,Male,United States Virgin Islands,Airbnb,12678.0,Train,8452.0,dataset_3
Greece,2023-01-18,3.0,36.0,Transgender,Sri Lanka,Airbnb,9592.2,Car,6394.8,dataset_3
Greece,2022-05-15,12.0,24.0,Non-binary,Bahrain,Other,5385.6,Flight,3590.4,dataset_3
Greece,2023-01-25,16.0,71.0,Non-binary,Russian Federation,Hotel,3762.6,Flight,2508.4,dataset_3
Greece,2023-01-10,10.0,45.0,Female,Chile,Airbnb,11286.0,Cruise,7524.0,dataset_3
Greece,2023-05-11,15.0,34.0,Male,Panama,Resorts,15759.6,Train,10506.4,dataset_3
Greece,2022-11-01,13.0,30.0,Male,Pakistan,Resorts,6319.2,Road Trip,4212.8,dataset_3
Greece,2021-09-04,18.0,32.0,Female,Bangladesh,Hotel,6600.6,Train,4400.4,dataset_3
Greece,2022-05-18,23.0,36.0,Female,Croatia,Resorts,7831.2,Road Trip,5220.8,dataset_3
Greece,2023-08-03,21.0,55.0,Transgender,Palestinian Territory,Other,11572.2,Cruise,7714.8,dataset_3
Greece,2022-02-21,30.0,21.0,Male,Pitcairn Islands,Resorts,4552.2,Cruise,3034.8,dataset_3
Greece,2022-04-24,17.0,69.0,Female,Oman,Airbnb,11680.8,Flight,7787.2,dataset_3
Greece,2020-01-30,29.0,18.0,Non-binary,Malaysia,Other,17164.2,Road Trip,11442.8,dataset_3
Greece,2022-09-10,20.0,51.0,Female,Antigua and Barbuda,Airbnb,13587.0,Bus,9058.0,dataset_3
Greece,2022-11-15,28.0,62.0,Female,Pitcairn Islands,Resorts,5683.8,Road Trip,3789.2,dataset_3
Greece,2020-09-24,16.0,26.0,Non-binary,Albania,Airbnb,6089.4,Flight,4059.6,dataset_3
Greece,2021-05-18,1.0,37.0,Female,Gambia,Airbnb,17224.2,Car,11482.8,dataset_3
Greece,2020-09-18,16.0,45.0,Non-binary,Maldives,Resorts,8803.8,Cruise,5869.2,dataset_3
Greece,2022-04-10,10.0,70.0,Transgender,Bouvet Island (Bouvetoya),Hotel,7777.2,Road Trip,5184.8,dataset_3
Greece,2022-01-15,1.0,56.0,Non-binary,Latvia,Hotel,5971.8,Car,3981.2,dataset_3
Greece,2020-12-19,13.0,59.0,Male,Turkey,Hotel,8611.2,Train,5740.8,dataset_3
Greece,2022-09-01,18.0,53.0,Male,Australia,Other,5383.2,Bus,3588.8,dataset_3
Greece,2022-08-09,14.0,36.0,Male,Bhutan,Hotel,3242.4,Train,2161.6,dataset_3
Greece,2022-09-09,7.0,54.0,Female,Brazil,Airbnb,3142.8,Road Trip,2095.2,dataset_3
Greece,2021-05-04,29.0,42.0,Non-binary,Netherlands Antilles,Resorts,4507.8,Flight,3005.2,dataset_3
Greece,2021-01-13,20.0,21.0,Female,Saint Vincent and the Grenadines,Other,12851.4,Bus,8567.6,dataset_3
Greece,2020-07-25,1.0,67.0,Female,Djibouti,Resorts,7363.2,Cruise,4908.8,dataset_3
Greece,2020-03-24,24.0,73.0,Male,Norfolk Island,Resorts,13393.8,Train,8929.2,dataset_3
Greece,2021-11-07,28.0,50.0,Non-binary,Colombia,Resorts,6206.4,Bus,4137.6,dataset_3
Greece,2022-01-05,8.0,63.0,Transgender,Colombia,Airbnb,6574.8,Car,4383.2,dataset_3
Greece,2022-09-16,13.0,44.0,Transgender,El Salvador,Airbnb,8744.4,Cruise,5829.6,dataset_3
Greece,2021-05-29,17.0,29.0,Female,Latvia,Resorts,11127.0,Cruise,7418.0,dataset_3
Greece,2020-10-10,1.0,68.0,Non-binary,Panama,Resorts,8958.6,Train,5972.4,dataset_3
Greece,2020-06-29,27.0,36.0,Transgender,Puerto Rico,Other,12414.6,Cruise,8276.4,dataset_3
Greece,2021-10-06,6.0,59.0,Non-binary,Venezuela,Airbnb,7989.6,Bus,5326.4,dataset_3
Greece,2022-07-06,20.0,26.0,Non-binary,Croatia,Resorts,9477.6,Bus,6318.4,dataset_3
Greece,2022-01-11,26.0,73.0,Non-binary,Taiwan,Other,7185.6,Road Trip,4790.4,dataset_3
Greece,2020-12-05,28.0,50.0,Female,Estonia,Airbnb,17124.0,Car,11416.0,dataset_3
Greece,2022-03-24,16.0,26.0,Female,Guernsey,Hotel,16546.2,Bus,11030.8,dataset_3
Greece,2022-08-27,30.0,27.0,Transgender,French Guiana,Other,11170.2,Road Trip,7446.8,dataset_3
Greece,2020-01-19,2.0,50.0,Non-binary,Lebanon,Airbnb,11960.4,Bus,7973.6,dataset_3
Greece,2022-11-06,13.0,40.0,Non-binary,Micronesia,Hotel,6970.2,Car,4646.8,dataset_3
Greece,2023-05-21,11.0,52.0,Female,New Caledonia,Hotel,17133.6,Car,11422.4,dataset_3
Greece,2021-01-01,10.0,56.0,Transgender,Dominican Republic,Airbnb,10309.2,Car,6872.8,dataset_3
Greece,2021-07-30,20.0,52.0,Non-binary,El Salvador,Airbnb,11513.4,Cruise,7675.6,dataset_3
Greece,2022-03-07,17.0,67.0,Transgender,Suriname,Other,8553.6,Train,5702.4,dataset_3
Greece,2021-09-04,8.0,34.0,Male,Colombia,Resorts,5052.6,Flight,3368.4,dataset_3
Greece,2021-09-11,17.0,40.0,Non-binary,Chad,Airbnb,10600.8,Car,7067.2,dataset_3
Greece,2020-04-12,15.0,36.0,Female,Jersey,Hotel,15022.8,Bus,10015.2,dataset_3
Greece,2021-07-26,12.0,50.0,Non-binary,Isle of Man,Hotel,3406.8,Bus,2271.2,dataset_3
Greece,2020-06-18,17.0,50.0,Female,Mali,Resorts,5715.6,Flight,3810.4,dataset_3
Greece,2021-01-03,17.0,67.0,Non-binary,Zimbabwe,Hotel,12229.2,Car,8152.8,dataset_3
Greece,2022-06-23,7.0,26.0,Male,Bosnia and Herzegovina,Resorts,15673.2,Flight,10448.8,dataset_3
Greece,2023-05-23,7.0,62.0,Male,Guinea,Other,6655.2,Car,4436.8,dataset_3
Greece,2021-01-18,28.0,37.0,Transgender,Papua New Guinea,Hotel,13104.6,Cruise,8736.4,dataset_3
Greece,2022-11-03,13.0,74.0,Transgender,Tajikistan,Airbnb,4549.8,Road Trip,3033.2,dataset_3
Greece,2023-06-19,18.0,56.0,Transgender,Bouvet Island (Bouvetoya),Hotel,5198.4,Bus,3465.6,dataset_3
Greece,2020-01-26,24.0,26.0,Male,Egypt,Other,9628.2,Road Trip,6418.8,dataset_3
Greece,2021-05-30,26.0,34.0,Non-binary,Tanzania,Hotel,7266.0,Car,4844.0,dataset_3
Greece,2023-04-04,27.0,56.0,Female,Papua New Guinea,Other,7041.0,Train,4694.0,dataset_3
Greece,2021-02-23,13.0,23.0,Transgender,Cameroon,Resorts,15706.8,Cruise,10471.2,dataset_3
Greece,2020-06-08,17.0,50.0,Female,Qatar,Other,13255.2,Road Trip,8836.8,dataset_3
Greece,2021-03-08,9.0,51.0,Transgender,Mozambique,Resorts,13930.8,Car,9287.2,dataset_3
Greece,2022-04-07,3.0,65.0,Transgender,Guernsey,Hotel,12210.0,Road Trip,8140.0,dataset_3
Greece,2021-12-21,14.0,51.0,Female,India,Other,17221.8,Car,11481.2,dataset_3
Greece,2021-12-25,5.0,30.0,Male,Guam,Hotel,8859.0,Road Trip,5906.0,dataset_3
Greece,2021-09-03,5.0,51.0,Non-binary,Dominican Republic,Resorts,11143.8,Road Trip,7429.2,dataset_3
Greece,2020-10-24,18.0,66.0,Male,Turks and Caicos Islands,Airbnb,15856.2,Car,10570.8,dataset_3
Greece,2020-09-02,18.0,46.0,Non-binary,Paraguay,Airbnb,15521.4,Train,10347.6,dataset_3
Greece,2022-09-01,3.0,22.0,Female,Morocco,Hotel,16814.4,Cruise,11209.6,dataset_3
Greece,2020-09-20,20.0,26.0,Male,United States of America,Resorts,9058.2,Flight,6038.8,dataset_3
Greece,2022-11-08,9.0,62.0,Female,Taiwan,Hotel,11833.2,Bus,7888.8,dataset_3
Greece,2022-10-14,2.0,73.0,Transgender,Netherlands Antilles,Hotel,8463.0,Train,5642.0,dataset_3
Greece,2023-06-01,6.0,19.0,Non-binary,Austria,Hotel,12900.6,Cruise,8600.4,dataset_3
Greece,2021-02-07,15.0,34.0,Transgender,Gambia,Other,9903.6,Bus,6602.4,dataset_3
Greece,2022-08-29,22.0,32.0,Male,Guatemala,Airbnb,17299.8,Road Trip,11533.2,dataset_3
Greece,2023-02-12,17.0,49.0,Male,Mexico,Airbnb,10827.0,Flight,7218.0,dataset_3
Greece,2020-05-09,9.0,34.0,Non-binary,Oman,Airbnb,5088.0,Road Trip,3392.0,dataset_3
Greece,2021-02-23,15.0,20.0,Transgender,Oman,Resorts,3422.4,Road Trip,2281.6,dataset_3
Greece,2020-10-28,11.0,27.0,Female,France,Hotel,15308.4,Bus,10205.6,dataset_3
Greece,2023-01-25,28.0,27.0,Non-binary,Cape Verde,Airbnb,6228.0,Road Trip,4152.0,dataset_3
Greece,2023-03-18,12.0,60.0,Male,Puerto Rico,Other,15330.0,Train,10220.0,dataset_3
Greece,2022-08-12,26.0,51.0,Female,Austria,Resorts,14454.6,Car,9636.4,dataset_3
Greece,2022-01-15,8.0,72.0,Transgender,Wallis and Futuna,Resorts,10516.2,Cruise,7010.8,dataset_3
Greece,2021-01-08,4.0,71.0,Non-binary,Senegal,Hotel,12462.0,Cruise,8308.0,dataset_3
Greece,2023-07-24,9.0,50.0,Male,New Caledonia,Other,15752.4,Car,10501.6,dataset_3
Greece,2022-08-19,26.0,70.0,Male,Bermuda,Hotel,15246.0,Flight,10164.0,dataset_3
Greece,2022-04-19,13.0,45.0,Non-binary,Ireland,Other,5097.0,Road Trip,3398.0,dataset_3
Greece,2021-04-19,3.0,39.0,Female,South Africa,Hotel,15735.0,Train,10490.0,dataset_3
Greece,2023-08-13,14.0,57.0,Female,Gambia,Other,6568.8,Road Trip,4379.2,dataset_3
Greece,2023-07-17,24.0,19.0,Transgender,Burundi,Airbnb,3418.2,Bus,2278.8,dataset_3
Greece,2023-03-14,13.0,61.0,Transgender,Saint Helena,Other,14302.8,Car,9535.2,dataset_3
Greece,2023-05-16,25.0,47.0,Non-binary,Panama,Hotel,4718.4,Road Trip,3145.6,dataset_3
Greece,2020-05-20,28.0,58.0,Non-binary,Lao People's Democratic Republic,Airbnb,15059.4,Road Trip,10039.6,dataset_3
Greece,2020-06-15,22.0,61.0,Female,Brazil,Hotel,17033.4,Cruise,11355.6,dataset_3
Greece,2023-02-05,25.0,40.0,Female,Canada,Other,15846.6,Car,10564.4,dataset_3
Greece,2022-05-17,4.0,27.0,Male,Faroe Islands,Airbnb,14872.2,Car,9914.8,dataset_3
Greece,2023-08-10,22.0,58.0,Male,Svalbard & Jan Mayen Islands,Resorts,11783.4,Cruise,7855.6,dataset_3
Greece,2022-02-20,7.0,57.0,Male,Turkmenistan,Hotel,14585.4,Train,9723.6,dataset_3
Greece,2021-06-25,12.0,42.0,Transgender,Madagascar,Hotel,6824.4,Cruise,4549.6,dataset_3
Greece,2020-11-09,20.0,19.0,Male,Ghana,Resorts,9498.0,Flight,6332.0,dataset_3
Greece,2023-02-12,8.0,55.0,Male,Poland,Hotel,15273.0,Car,10182.0,dataset_3
Greece,2021-10-11,2.0,31.0,Female,Kazakhstan,Other,13590.0,Cruise,9060.0,dataset_3
Greece,2023-05-28,10.0,71.0,Non-binary,Guatemala,Airbnb,5889.6,Train,3926.4,dataset_3
Greece,2021-01-25,3.0,28.0,Non-binary,Japan,Airbnb,9912.0,Bus,6608.0,dataset_3
Greece,2022-12-19,14.0,60.0,Female,Turks and Caicos Islands,Hotel,3784.2,Flight,2522.8,dataset_3
Greece,2021-05-10,7.0,18.0,Transgender,Saint Vincent and the Grenadines,Hotel,17156.4,Road Trip,11437.6,dataset_3
Greece,2022-01-08,27.0,44.0,Transgender,Brazil,Other,16557.0,Flight,11038.0,dataset_3
Greece,2020-05-02,3.0,64.0,Transgender,Faroe Islands,Hotel,6863.4,Car,4575.6,dataset_3
Greece,2022-11-25,9.0,41.0,Non-binary,Wallis and Futuna,Other,7405.8,Road Trip,4937.2,dataset_3
Greece,2023-05-04,28.0,63.0,Non-binary,Liberia,Other,12955.8,Cruise,8637.2,dataset_3
Greece,2023-06-08,24.0,73.0,Male,Chile,Resorts,8000.4,Cruise,5333.6,dataset_3
Greece,2022-05-02,8.0,60.0,Transgender,Kazakhstan,Resorts,4564.8,Cruise,3043.2,dataset_3
Greece,2023-03-06,28.0,58.0,Transgender,Malawi,Other,12277.2,Cruise,8184.8,dataset_3
Greece,2020-01-04,20.0,74.0,Female,Somalia,Hotel,7839.0,Train,5226.0,dataset_3
Greece,2020-06-24,17.0,26.0,Transgender,Guatemala,Other,5806.8,Train,3871.2,dataset_3
Greece,2021-11-03,14.0,70.0,Female,Indonesia,Hotel,8499.0,Cruise,5666.0,dataset_3
Greece,2020-01-10,23.0,33.0,Non-binary,Ireland,Hotel,17152.8,Bus,11435.2,dataset_3
Greece,2021-04-05,18.0,55.0,Non-binary,Eritrea,Hotel,11818.2,Road Trip,7878.8,dataset_3
Greece,2022-02-25,4.0,60.0,Male,Hong Kong,Resorts,15648.6,Flight,10432.4,dataset_3
Greece,2021-07-15,12.0,29.0,Female,South Georgia and the South Sandwich Islands,Hotel,12628.8,Flight,8419.2,dataset_3
Greece,2021-06-13,2.0,39.0,Female,South Georgia and the South Sandwich Islands,Resorts,5923.2,Train,3948.8,dataset_3
Greece,2020-01-20,25.0,20.0,Female,Hungary,Resorts,8896.2,Car,5930.8,dataset_3
Greece,2022-12-07,18.0,26.0,Female,Burundi,Resorts,8631.0,Car,5754.0,dataset_3
Greece,2022-11-09,18.0,23.0,Transgender,Bangladesh,Resorts,5804.4,Flight,3869.6,dataset_3
Greece,2022-07-25,18.0,40.0,Male,Switzerland,Hotel,3516.6,Bus,2344.4,dataset_3
Greece,2020-04-20,29.0,36.0,Transgender,Zambia,Airbnb,4687.8,Bus,3125.2,dataset_3
Greece,2021-01-13,6.0,63.0,Non-binary,Myanmar,Resorts,15655.8,Cruise,10437.2,dataset_3
Greece,2021-09-17,26.0,68.0,Female,Mongolia,Hotel,5699.4,Train,3799.6,dataset_3
Greece,2023-07-01,13.0,47.0,Female,Ethiopia,Airbnb,8763.6,Cruise,5842.4,dataset_3
Greece,2021-12-22,9.0,75.0,Non-binary,Dominica,Other,4363.2,Flight,2908.8,dataset_3
Greece,2021-06-29,25.0,32.0,Transgender,Cook Islands,Hotel,7333.8,Train,4889.2,dataset_3
Greece,2022-03-25,6.0,38.0,Non-binary,Saint Barthelemy,Hotel,15702.0,Train,10468.0,dataset_3
Greece,2023-03-17,20.0,19.0,Male,Comoros,Hotel,17878.2,Road Trip,11918.8,dataset_3
Greece,2020-12-28,2.0,31.0,Non-binary,Anguilla,Resorts,17112.6,Bus,11408.4,dataset_3
Greece,2022-06-15,17.0,75.0,Non-binary,British Indian Ocean Territory (Chagos Archipelago),Resorts,5781.0,Bus,3854.0,dataset_3
Greece,2023-01-26,18.0,40.0,Non-binary,Saint Helena,Resorts,8501.4,Road Trip,5667.6,dataset_3
Greece,2020-01-09,13.0,43.0,Male,Cyprus,Other,5004.6,Cruise,3336.4,dataset_3
Greece,2022-06-26,13.0,24.0,Transgender,Iceland,Resorts,3654.0,Flight,2436.0,dataset_3
Greece,2022-08-14,13.0,60.0,Female,Uzbekistan,Hotel,13482.0,Cruise,8988.0,dataset_3
Greece,2022-12-14,15.0,19.0,Female,Zimbabwe,Other,7950.0,Flight,5300.0,dataset_3
Greece,2023-06-05,17.0,47.0,Male,Belize,Airbnb,11296.2,Flight,7530.8,dataset_3
Greece,2021-10-08,10.0,73.0,Male,Ukraine,Airbnb,12163.2,Flight,8108.8,dataset_3
Greece,2021-01-06,6.0,42.0,Female,Bahamas,Airbnb,13065.0,Bus,8710.0,dataset_3
Greece,2023-07-07,25.0,20.0,Non-binary,Macao,Resorts,4462.8,Train,2975.2,dataset_3
Greece,2020-08-13,11.0,52.0,Male,Germany,Resorts,11299.8,Cruise,7533.2,dataset_3
Greece,2023-08-22,21.0,49.0,Non-binary,Liechtenstein,Airbnb,16486.8,Flight,10991.2,dataset_3
Greece,2023-02-27,5.0,45.0,Non-binary,Martinique,Airbnb,8917.2,Cruise,5944.8,dataset_3
Greece,2023-01-05,2.0,48.0,Female,Jamaica,Other,8087.4,Road Trip,5391.6,dataset_3
Greece,2021-11-14,17.0,28.0,Transgender,Slovenia,Resorts,11579.4,Car,7719.6,dataset_3
Greece,2023-07-09,24.0,32.0,Transgender,Congo,Resorts,7963.2,Car,5308.8,dataset_3
Greece,2021-01-29,24.0,74.0,Female,Micronesia,Other,3451.2,Cruise,2300.8,dataset_3
Greece,2022-01-12,30.0,51.0,Female,Montenegro,Resorts,15181.8,Train,10121.2,dataset_3
Greece,2022-05-25,24.0,20.0,Male,French Southern Territories,Resorts,16965.0,Car,11310.0,dataset_3
Greece,2022-05-26,6.0,33.0,Female,Cameroon,Other,13023.6,Train,8682.4,dataset_3
Greece,2020-10-14,14.0,75.0,Female,Turkmenistan,Resorts,13208.4,Train,8805.6,dataset_3
Greece,2020-02-05,6.0,67.0,Non-binary,Tajikistan,Other,16144.2,Flight,10762.8,dataset_3
Greece,2020-04-15,17.0,36.0,Male,Honduras,Hotel,11755.2,Train,7836.8,dataset_3
Greece,2021-07-10,16.0,24.0,Non-binary,Kenya,Hotel,4399.8,Road Trip,2933.2,dataset_3
Greece,2021-06-24,19.0,43.0,Non-binary,Guinea-Bissau,Airbnb,15006.0,Train,10004.0,dataset_3
Greece,2021-03-12,12.0,53.0,Male,Italy,Hotel,3348.0,Bus,2232.0,dataset_3
Greece,2023-07-06,4.0,34.0,Male,Norfolk Island,Hotel,13839.0,Cruise,9226.0,dataset_3
Greece,2020-01-24,28.0,59.0,Non-binary,Hungary,Hotel,4652.4,Train,3101.6,dataset_3
Greece,2021-03-01,22.0,37.0,Transgender,Mali,Airbnb,10967.4,Cruise,7311.6,dataset_3
Greece,2022-08-17,5.0,29.0,Female,Italy,Hotel,12760.8,Car,8507.2,dataset_3
Greece,2020-02-19,7.0,56.0,Female,Fiji,Resorts,15256.8,Car,10171.2,dataset_3
Greece,2021-08-16,9.0,57.0,Female,Georgia,Airbnb,17239.2,Road Trip,11492.8,dataset_3
Greece,2021-09-08,20.0,43.0,Transgender,Palestinian Territory,Airbnb,10627.2,Cruise,7084.8,dataset_3
Greece,2021-10-01,24.0,61.0,Female,Niue,Resorts,3706.8,Car,2471.2,dataset_3
Greece,2023-02-02,7.0,19.0,Transgender,Cameroon,Other,10314.0,Road Trip,6876.0,dataset_3
Greece,2021-01-11,21.0,66.0,Non-binary,Comoros,Hotel,8946.6,Car,5964.4,dataset_3
Greece,2023-02-25,6.0,55.0,Male,Turkey,Resorts,5152.2,Cruise,3434.8,dataset_3
Greece,2020-08-07,9.0,59.0,Female,Albania,Resorts,6387.0,Car,4258.0,dataset_3
Greece,2020-12-13,18.0,63.0,Male,Fiji,Hotel,13150.2,Cruise,8766.8,dataset_3
Greece,2020-10-02,25.0,53.0,Female,Grenada,Other,7116.0,Train,4744.0,dataset_3
Greece,2023-08-19,25.0,65.0,Female,Turkey,Hotel,8773.8,Road Trip,5849.2,dataset_3
Greece,2021-02-07,16.0,31.0,Non-binary,Macao,Other,4539.0,Car,3026.0,dataset_3
Greece,2023-08-09,27.0,71.0,Non-binary,Canada,Hotel,5298.6,Road Trip,3532.4,dataset_3
Greece,2021-01-02,8.0,40.0,Male,French Guiana,Hotel,14065.8,Cruise,9377.2,dataset_3
Greece,2023-04-19,16.0,74.0,Male,Poland,Other,13053.6,Train,8702.4,dataset_3
Greece,2021-11-26,8.0,34.0,Male,Yemen,Hotel,4981.2,Car,3320.8,dataset_3
Greece,2021-04-14,27.0,71.0,Male,Saint Helena,Airbnb,6349.8,Cruise,4233.2,dataset_3
Greece,2020-11-06,27.0,66.0,Female,Mexico,Other,6456.6,Flight,4304.4,dataset_3
Greece,2022-02-02,11.0,31.0,Transgender,Burundi,Hotel,3382.8,Car,2255.2,dataset_3
Greece,2022-05-21,10.0,49.0,Male,Poland,Airbnb,5336.4,Road Trip,3557.6,dataset_3
Greece,2020-02-14,19.0,67.0,Transgender,Jamaica,Other,16185.6,Flight,10790.4,dataset_3
Greece,2022-12-25,8.0,39.0,Transgender,Cambodia,Other,17987.4,Train,11991.6,dataset_3
Greece,2021-08-14,18.0,19.0,Non-binary,Spain,Resorts,16377.0,Flight,10918.0,dataset_3
Greece,2020-08-13,26.0,29.0,Transgender,Guadeloupe,Hotel,10684.2,Road Trip,7122.8,dataset_3
Greece,2021-01-31,9.0,35.0,Male,Georgia,Resorts,6807.0,Car,4538.0,dataset_3
Greece,2020-04-26,13.0,60.0,Transgender,Taiwan,Resorts,5968.8,Bus,3979.2,dataset_3
Greece,2022-06-23,23.0,74.0,Male,Haiti,Other,13694.4,Bus,9129.6,dataset_3
Greece,2020-03-03,19.0,45.0,Male,Nigeria,Other,8248.8,Train,5499.2,dataset_3
Greece,2020-06-03,7.0,42.0,Male,Kyrgyz Republic,Other,15525.0,Flight,10350.0,dataset_3
Greece,2020-11-14,15.0,43.0,Male,Namibia,Other,9609.0,Flight,6406.0,dataset_3
Greece,2022-08-18,18.0,55.0,Transgender,United States of America,Resorts,16437.6,Car,10958.4,dataset_3
Greece,2020-08-08,10.0,26.0,Male,Wallis and Futuna,Hotel,6273.6,Car,4182.4,dataset_3
Greece,2023-01-12,17.0,20.0,Male,Belize,Resorts,12690.0,Flight,8460.0,dataset_3
Greece,2021-06-25,13.0,28.0,Female,Brazil,Resorts,14245.2,Bus,9496.8,dataset_3
Greece,2023-05-30,2.0,61.0,Female,Kiribati,Hotel,13213.8,Flight,8809.2,dataset_3
Greece,2020-06-26,9.0,32.0,Non-binary,Cayman Islands,Resorts,8913.6,Road Trip,5942.4,dataset_3
Greece,2020-04-04,14.0,34.0,Transgender,United States of America,Other,9791.4,Flight,6527.6,dataset_3
Greece,2020-10-23,15.0,37.0,Non-binary,Honduras,Resorts,9107.4,Cruise,6071.6,dataset_3
Greece,2023-03-05,4.0,29.0,Female,Poland,Resorts,9458.4,Car,6305.6,dataset_3
Greece,2022-09-14,25.0,42.0,Female,South Georgia and the South Sandwich Islands,Resorts,12991.8,Train,8661.2,dataset_3
Greece,2022-06-27,12.0,58.0,Transgender,Azerbaijan,Resorts,17102.4,Train,11401.6,dataset_3
Greece,2023-03-07,5.0,47.0,Non-binary,Taiwan,Hotel,5442.0,Car,3628.0,dataset_3
Greece,2020-09-08,25.0,68.0,Transgender,Cook Islands,Resorts,12463.8,Cruise,8309.2,dataset_3
Greece,2021-02-01,22.0,60.0,Male,Papua New Guinea,Resorts,6817.2,Road Trip,4544.8,dataset_3
Greece,2022-02-02,7.0,38.0,Female,Monaco,Hotel,14697.0,Road Trip,9798.0,dataset_3
Greece,2022-12-10,11.0,72.0,Transgender,Lebanon,Hotel,8985.0,Flight,5990.0,dataset_3
Greece,2020-08-02,22.0,73.0,Transgender,Burkina Faso,Hotel,16959.0,Train,11306.0,dataset_3
Greece,2022-12-16,21.0,39.0,Female,Monaco,Resorts,8787.0,Cruise,5858.0,dataset_3
Greece,2020-10-27,26.0,50.0,Male,Pakistan,Hotel,13491.0,Bus,8994.0,dataset_3
Greece,2023-06-04,25.0,72.0,Female,Fiji,Other,16285.8,Car,10857.2,dataset_3
Greece,2022-12-08,22.0,67.0,Female,Kyrgyz Republic,Airbnb,12700.8,Road Trip,8467.2,dataset_3
Greece,2021-05-10,27.0,21.0,Transgender,Guernsey,Other,8449.2,Train,5632.8,dataset_3
Greece,2021-10-16,4.0,24.0,Non-binary,Luxembourg,Other,4196.4,Road Trip,2797.6,dataset_3
Greece,2020-11-29,3.0,26.0,Male,Iceland,Resorts,13378.8,Cruise,8919.2,dataset_3
Greece,2020-06-01,11.0,68.0,Male,Lao People's Democratic Republic,Resorts,3636.0,Car,2424.0,dataset_3
Greece,2023-08-14,6.0,57.0,Female,Svalbard & Jan Mayen Islands,Airbnb,11929.2,Car,7952.8,dataset_3
Greece,2020-01-29,2.0,67.0,Non-binary,Denmark,Resorts,10162.2,Bus,6774.8,dataset_3
Greece,2021-04-12,14.0,46.0,Male,Saint Martin,Other,17757.0,Bus,11838.0,dataset_3
Greece,2023-01-15,23.0,23.0,Male,Bosnia and Herzegovina,Resorts,4657.8,Car,3105.2,dataset_3
Greece,2020-03-11,29.0,37.0,Non-binary,Lesotho,Airbnb,8020.8,Train,5347.2,dataset_3
Greece,2020-10-03,26.0,38.0,Transgender,Bangladesh,Airbnb,17287.8,Flight,11525.2,dataset_3
Greece,2020-08-03,7.0,58.0,Transgender,Kenya,Resorts,7687.2,Flight,5124.8,dataset_3
Greece,2021-08-08,26.0,47.0,Female,Korea,Resorts,7181.4,Bus,4787.6,dataset_3
Greece,2022-03-10,22.0,61.0,Non-binary,United Kingdom,Airbnb,16540.8,Road Trip,11027.2,dataset_3
Greece,2021-03-19,21.0,71.0,Transgender,Micronesia,Resorts,7044.0,Car,4696.0,dataset_3
Greece,2022-02-20,1.0,48.0,Non-binary,Hungary,Hotel,3211.8,Bus,2141.2,dataset_3
Greece,2020-07-05,26.0,47.0,Male,Swaziland,Other,9325.8,Bus,6217.2,dataset_3
Greece,2021-07-12,15.0,34.0,Female,Chile,Hotel,10555.2,Road Trip,7036.8,dataset_3
Greece,2020-08-11,2.0,72.0,Non-binary,Korea,Airbnb,13115.4,Bus,8743.6,dataset_3
Greece,2020-03-04,27.0,25.0,Female,Colombia,Hotel,13180.8,Car,8787.2,dataset_3
Greece,2020-01-28,9.0,23.0,Female,Malaysia,Hotel,5949.6,Road Trip,3966.4,dataset_3
Greece,2021-03-17,12.0,32.0,Female,Palestinian Territory,Other,10423.8,Cruise,6949.2,dataset_3
Greece,2022-01-21,4.0,32.0,Non-binary,Bosnia and Herzegovina,Other,6693.6,Flight,4462.4,dataset_3
Greece,2022-01-02,18.0,27.0,Male,Spain,Airbnb,5092.8,Road Trip,3395.2,dataset_3
Greece,2023-06-10,12.0,52.0,Female,Vanuatu,Other,8086.2,Flight,5390.8,dataset_3
